customer_bkey,cust_marital_status,cust_area,age_days,acct_curr_crlimit,med_monthly_tran_amt_12_effective,acct_num_cards_classic_12,acct_num_cards_platinum_12,tot_tran_amt_child_effective,tot_tran_amt_pharm_hosp_effective,tot_tran_amt_auto_effective,acct_avail_cash,acct_dayssince_first_acct_open,cust_amla_rind,cust_unsup_seg,score,quantil_rank
943,S,Camarines Norte,23360,10930.0,386.0,1,0,19.0,213.0,615.0,8430.0,4015,U,2,0.73,7
944,S,Nueva Vizcaya,4380,47906.0,22.0,3,0,326.0,1909.0,1208.0,86875.0,1095,N,2,0.75,8
945,M,Southern Leyte,14235,44688.0,159.0,0,0,1208.0,1274.0,1902.0,43688.0,365,H,4,0.83,9
946,S,Nueva Ecija,17520,828.0,258.0,2,1,3404.0,215.0,535.0,32406.0,5110,U,5,0.68,6
947,D,Cagayan,7665,11320.0,306.0,2,1,1523.0,4316.0,303.0,3213.0,5840,H,4,0.59,3
948,M,Catanduanes,5110,49969.0,502.0,1,0,61.0,783.0,866.0,19078.0,4745,N,1,0.7,7
949,S,Sarangani,1095,16422.0,212.0,1,1,202.0,949.0,726.0,17344.0,365,N,7,0.51,1
950,U,Manila,-23926,7383.0,769.0,2,3,876.0,854.0,97.0,30469.0,365,L,4,0.76,8
951,D,Zamboanga Del Sur,5840,5891.0,708.0,2,1,132.0,1942.0,93.0,20547.0,1460,N,5,0.61,3
952,M,Bataan,1460,4492.0,561.0,1,1,1580.0,138.0,290.0,31453.0,5840,N,1,0.51,1
953,S,Lanao Del Norte,18980,11117.0,114.0,2,0,948.0,3132.0,1133.0,18047.0,3650,U,-1,0.75,8
954,S,Bataan,9125,28812.0,185.0,2,0,644.0,155.0,738.0,4320.0,730,U,2,0.66,5
955,U,Nueva Ecija,365,4637.0,236.0,1,0,3816.0,567.0,1402.0,11328.0,5475,U,3,0.33,0
956,M,Davao del Norte,22630,44844.0,616.0,1,2,1521.0,1967.0,952.0,20172.0,1460,L,4,0.84,9
957,D,Manila,12775,27922.0,92.0,0,1,874.0,1037.0,1894.0,6332.0,1095,N,4,0.7,6
958,U,Bulacan,2190,11359.0,1798.0,0,0,4780.0,2126.0,1234.0,16125.0,9490,L,2,0.53,1
959,M,Cagayan,1095,10055.0,78.0,1,1,2318.0,464.0,260.0,9633.0,0,N,5,0.47,0
960,O,Cebu,2190,4551.0,1306.0,1,3,155.0,222.0,784.0,2994.0,0,H,4,0.43,0
961,M,La Union,365,1832.0,1081.0,2,3,174.0,572.0,6000.0,1521.0,1460,L,2,0.25,0
962,S,Sulu,28470,9617.0,1332.0,3,1,1714.0,2076.0,184.0,62156.0,4380,N,-1,0.83,9
963,M,Sarangani,24090,15719.0,264.0,2,0,135.0,2590.0,394.0,6195.0,730,U,2,0.75,8
964,U,Manila,3285,25344.0,1703.0,2,0,858.0,604.0,884.0,72750.0,2555,L,2,0.67,5
965,D,Cagayan,6570,8695.0,88.0,1,1,2750.0,518.0,238.0,15594.0,1095,N,2,0.63,4
966,M,Lanao Del Norte,3285,32312.0,1259.0,2,2,510.0,26.0,472.0,6270.0,730,N,2,0.6,3
967,S,Sulu,8760,23641.0,976.0,1,2,933.0,516.0,858.0,5562.0,2190,N,2,0.66,5
968,D,Mindoro Occidental,2555,13367.0,989.0,1,1,4580.0,515.0,854.0,4617.0,730,L,3,0.51,1
969,S,Siquijor,730,3496.0,456.0,1,0,2240.0,772.0,970.0,6543.0,365,U,6,0.37,0
970,O,Nueva Ecija,8030,40375.0,84.0,3,1,7290.0,123.0,351.0,56594.0,730,H,6,0.76,8
971,S,Maguindanao,5110,63531.0,392.0,3,0,2582.0,1490.0,89.0,3936.0,2190,N,4,0.64,4
972,M,Guimaras,23360,41344.0,348.0,2,0,1398.0,574.0,1045.0,2801.0,365,L,6,0.76,8
973,M,Antique,21170,12555.0,646.0,2,0,988.0,128.0,1583.0,4891.0,730,L,2,0.72,7
974,D,Maguindanao,8760,2275.0,143.0,2,0,1105.0,336.0,1483.0,2086.0,365,N,6,0.53,1
975,D,Mindoro Occidental,6205,2670.0,354.0,1,2,1606.0,1076.0,1994.0,40469.0,730,N,6,0.62,4
976,D,Manila,3285,4941.0,674.0,2,1,203.0,495.0,544.0,14133.0,1825,L,2,0.54,1
977,U,Ilocos Norte,12045,5234.0,3876.0,0,1,340.0,2396.0,470.0,1059.0,1095,U,7,0.56,2
978,S,Masbate,10585,6707.0,606.0,1,3,2022.0,1667.0,674.0,56000.0,1095,N,3,0.72,7
979,D,Sulu,-20641,3670.0,395.0,1,1,664.0,2758.0,109.0,35812.0,7665,L,4,0.73,7
980,M,Davao del Norte,13870,18219.0,720.0,2,0,2734.0,492.0,1347.0,21562.0,3650,U,2,0.76,8
981,M,Mindoro Oriental,4015,9797.0,252.0,2,1,2088.0,2602.0,176.0,21469.0,365,L,2,0.62,3
982,U,Quezon Province,4380,22453.0,311.0,2,1,1220.0,780.0,532.0,4180.0,730,N,3,0.57,2
983,D,Catanduanes,10950,28250.0,6.0,0,1,847.0,1566.0,381.0,8320.0,1460,U,2,0.7,6
984,U,Sorsogon,7665,6566.0,2420.0,3,1,637.0,264.0,2380.0,13953.0,365,N,3,0.62,4
985,M,Bulacan,3650,13406.0,604.0,1,1,730.0,2364.0,210.0,872.0,365,U,4,0.51,1
986,U,Ifugao,5475,15664.0,2054.0,1,1,757.0,493.0,1284.0,69938.0,1095,N,2,0.7,6
987,S,Guimaras,20805,11031.0,1379.0,2,0,1602.0,2076.0,1506.0,9766.0,365,L,4,0.73,7
988,M,Davao del Norte,17155,13438.0,81.0,2,0,1026.0,1067.0,510.0,59406.0,2920,N,-1,0.81,9
989,M,Manila,5840,388.0,375.0,1,0,155.0,1362.0,1066.0,21891.0,1460,N,2,0.56,2
990,D,Bukidnon,3285,12062.0,2000.0,0,0,1748.0,1703.0,80.0,13594.0,365,L,4,0.57,2
991,M,Davao del Norte,10220,3086.0,303.0,1,0,134.0,948.0,186.0,21219.0,1095,L,1,0.66,5
992,S,Mindoro Oriental,5110,2652.0,340.0,1,0,154.0,1286.0,264.0,4242.0,730,N,1,0.52,1
993,M,Negros Occidental,1825,8289.0,273.0,1,0,495.0,269.0,666.0,10102.0,730,N,2,0.51,1
994,D,Mindoro Oriental,5840,76688.0,1498.0,3,0,562.0,6.0,132.0,5008.0,1095,L,4,0.66,5
995,U,Kalinga-Apayao,4380,10461.0,1933.0,2,1,979.0,1581.0,330.0,25875.0,1825,L,4,0.61,3
996,S,Bulacan,19345,5449.0,836.0,2,2,1197.0,1318.0,828.0,11438.0,365,N,2,0.7,6
997,M,Guimaras,5475,28578.0,1204.0,2,0,4516.0,287.0,5576.0,111.0,1095,L,2,0.55,2
998,M,Camarines Norte,5110,27094.0,14.0,1,1,629.0,1947.0,758.0,579.0,1460,L,2,0.56,2
999,M,Mindoro Occidental,18250,18344.0,1145.0,0,3,583.0,487.0,1171.0,4359.0,1460,N,4,0.72,7
